"the mock turtle",51
"the chief clerk",34
"the march hare",30
"said the king",29
"one of the",25
"out of the",24
"said the hatter",21
"the white rabbit",21
"said the mock",19
"said to herself",19
"said the caterpillar",18
"there was a",18
"said the gryphon",17
"she said to",17
"she went on",17
"as she could",16
"the door and",16
"he had been",15
"said the duchess",15
"she did not",15
"that it was",15
"the living room",15
"as well as",14
"said the cat",14
"the three gentlemen",14
"as if he",13
"as soon as",13
"he did not",13
"there was no",13
"in front of",12
"it said the",12
"it would be",12
"minute or two",12
"on the floor",12
"said the queen",12
"said to the",12
"seemed to be",12
"that he had",12
"the other side",12
"to the door",12
"a minute or",11
"he would have",11
"it was not",11
"that she was",11
"as if she",10
"back to the",10
"he had to",10
"it was only",10
"of his body",10
"one of them",10
"so that he",10
"that he could",10
"the end of",10
"the king and",10
"you wont you",10
"alice did not",9
"alice in a",9
"and it was",9
"chest of drawers",9
"in a low",9
"in the middle",9
"it was the",9
"join the dance",9
"mother and sister",9
"now and then",9
"over to the",9
"she could not",9
"that he was",9
"that she had",9
"that they had",9
"the door of",9
"under the couch",9
"would have been",9
"all the time",8
"and looked at",8
"as she went",8
"at any rate",8
"at the door",8
"but it was",8
"for him to",8
"he could not",8
"he said to",8
"i dont know",8
"in a very",8
"in the morning",8
"into his room",8
"it was a",8
"not at all",8
"on the other",8
"open the door",8
"said the dormouse",8
"said the march",8
"said the mouse",8
"some of the",8
"the door to",8
"the gryphon and",8
"the king said",8
"the middle of",8
"the rest of",8
"will you wont",8
"would have to",8
"a good deal",7
"and he was",7
"as it was",7
"began in a",7
"could not be",7
"did not like",7
"door of the",7
"end of the",7
"for her to",7
"had to be",7
"he wanted to",7
"he was not",7
"in his room",7
"in the air",7
"in the distance",7
"in the room",7
"in this way",7
"middle of the",7
"of the bed",7
"of the door",7
"of the room",7
"on his back",7
"out of sight",7
"said alice in",7
"said in a",7
"she had never",7
"side of the",7
"the chest of",7
"the next room",7
"the poor little",7
"the queen and",7
"the same thing",7
"the top of",7
"to his father",7
"to open the",7
"was going to",7
"was not a",7
"was the first",7
"when she had",7
"a great hurry",6
"a little and",6
"a little while",6
"a long time",6
"a tone of",6
"about it and",6
"alice as she",6
"alice to herself",6
"and he would",6
"and went on",6
"and when she",6
"as he spoke",6
"as if it",6
"as she had",6
"as she said",6
"back into his",6
"back into the",6
"by this time",6
"do you know",6
"for a minute",6
"from under the",6
"got up and",6
"gregors mother and",6
"had to do",6
"have to go",6
"he had not",6
"he was in",6
"he would not",6
"his father would",6
"i must be",6
"i think i",6
"if she had",6
"in a great",6
